subj_id,Duration,condition,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,quiz1,quiz2,quiz3,quiz4,quiz5,self_understanding
29fc20cf0bcbc36c52101b30541c5acb,727,intervention,1,80,10,20,95,15,60,5,75,80,10,80,80,80,80,10,75,2,95,10,0,60,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
901ecaeb046c5794585f5fb8e8df9b54,515,control,10,23,39,24,11,4,20,10,30,12,8,45,9,35,46,7,21,7,19,9,3,47,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
f5371943fe742a712c9572dd184a4564,1840,intervention,1,75,70,90,95,80,90,25,30,1,10,20,10,90,80,50,99,80,99,80,20,80,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
57ab2ea7c8e08beaede1717f48f88e32,670,control,7,13,11,31,80,9,88,7,13,3,4,10,47,31,65,11,27,3,31,55,16,22,77,Probably yes,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",reflect visible light back into space,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
117e7393d36f234bd9d0e919c22dd7b7,659,intervention,35,50,70,65,55,80,55,20,25,25,20,30,10,70,75,65,60,25,80,5,5,95,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
ad7f56f902925af1063d235d892bf803,533,intervention,30,80,90,100,99,90,90,30,4,2,3,2,20,90,95,5,100,5,100,10,10,99,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
9f63efcd2058bf2d2c332d558a2f75db,478,control,1,2,15,80,30,5,75,80,70,10,70,90,3,20,60,15,90,70,80,30,1,18,77,Probably yes,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
b149b44b7a0ff6f266fa8597ddd95329,315,control,15,80,65,90,90,80,90,15,25,10,15,10,70,95,90,65,85,60,90,65,60,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
4a48689341a30bbcedd6fdc39b099e35,701,intervention,1,50,30,60,50,50,99,50,70,50,30,60,20,50,45,25,75,50,60,35,25,75,77,Definitely yes,Probably yes,Probably yes,Probably no,Probably yes,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
e43e5984c2e4e42ea757c657c68c36fe,1040,control,0,6,4,4,2,0,100,80,96,4,96,100,6,25,2,4,2,4,2,0,2,0,77,Definitely no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
e22d238676b9e393e86305a4c10131f9,1259,intervention,0,30,0,0,0,0,100,10,100,100,100,100,10,65,0,0,30,0,0,0,0,0,77,Probably yes,Probably yes,Definitely no,Probably yes,Probably no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
c20c832c3ddf027f69d753649437d5c6,596,intervention,21,32,12,23,43,32,32,13,21,43,12,12,34,12,32,12,32,21,23,32,32,32,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
d420d9dab4a48c8910a5221782738d02,390,control,0,80,90,90,90,80,100,20,20,10,20,20,20,90,100,70,90,50,100,20,20,80,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
c3de0d929f488b20c0bbcb119c2ee215,491,intervention,0,90,90,90,90,100,100,2,2,0,0,0,10,90,90,40,90,50,90,50,10,10,77,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably yes,Probably no,infrared; ultraviolet,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
2c397ec10f93c0cdecbd7e5cb103954b,258,control,50,50,50,50,60,50,50,50,20,50,50,30,50,50,50,30,30,60,50,50,50,30,77,Probably yes,Probably no,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,Probably no,infrared; ultraviolet,"Carbon dioxide,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
018be68ddd7a10bc2b7f11ab5f3fb126,4952,intervention,30,50,90,90,90,80,50,20,10,10,10,10,10,95,90,20,95,40,95,50,20,90,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
c572299377e9ec075a068aae62dff3ba,806,control,20,40,40,30,30,30,30,40,30,20,40,20,30,60,60,10,30,10,60,20,20,75,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
7feac7d826ba2c782dcca2de34c93fc5,263,control,35,7,50,60,65,50,20,75,50,40,35,80,15,8,50,50,35,55,50,50,15,50,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
61068618489188a1cbc32999895b41b9,424,intervention,5,30,50,15,20,20,50,10,5,5,5,3,15,30,20,5,20,30,20,5,5,7,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
cf536b34393147275c7cd5cf41b81b41,263,control,0,100,40,100,100,100,100,0,60,0,0,0,80,100,70,40,100,40,100,30,60,100,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably no,infrared; visible,"Carbon dioxide,Oxygen,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
103b911363f691b040424ac498a3eccf,897,intervention,32,12,32,32,32,32,32,21,32,32,32,23,32,12,23,32,12,21,12,12,12,21,77,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
494259b644dc702c22cdb0071504cdae,317,control,2,75,75,90,95,60,98,10,15,10,5,40,50,90,85,50,98,50,99,5,20,70,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
5a0d1dab0278e6bdabd7c61cede17a7e,313,control,10,60,60,60,60,60,80,35,30,30,30,35,15,80,80,30,80,40,80,40,30,65,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
24bce0241476b5a45d6fd96479e13c0b,880,control,10,40,1,40,45,15,55,30,95,25,38,65,40,30,1,1,40,35,40,40,15,25,77,Definitely no,Probably no,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
0f0f8cf57793d304891f99925ba5cf93,1329,intervention,30,65,60,65,65,60,70,30,40,40,35,65,40,80,60,30,70,30,70,40,20,65,77,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably no,Probably yes,Probably no,visible; infrared,Carbon dioxide,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
2c397ec10f93c0cdecbd7e5cb103954b,525,intervention,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,77,Probably yes,Probably no,Probably yes,Probably yes,Definitely yes,Probably no,Probably yes,Probably yes,ultraviolet; visible,Oxygen,allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
6047c830d282d1fce19fcbb2362f0c5a,971,intervention,40,80,60,90,70,70,65,20,40,30,30,30,10,50,80,5,95,20,95,35,20,60,77,Probably yes,Probably no,Probably no,Probably yes,Probably yes,Probably no,Probably no,Probably no,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
4d751820632f493c4a98a07215bc5e2c,501,intervention,20,50,45,45,50,45,50,10,15,4,5,8,15,55,50,30,60,15,65,10,10,50,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably no,Probably yes,Probably yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
1a9ca056ba10a9074775cebf3798348b,403,intervention,10,50,40,35,35,50,60,20,10,0,15,5,5,55,45,5,35,25,55,10,5,40,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
2dd7ef959a76a77b185e5ce5c05fa88b,1155,intervention,0,20,25,60,80,20,100,80,50,35,50,80,20,20,50,20,85,50,85,50,15,20,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Definitely yes,visible; infrared,Methane,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
89db2dc42e60057a743fb8f68dd36c57,472,control,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,40,100,0,0,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
6e507db98018495fc73e96eb61a93b22,380,control,50,60,70,60,70,60,50,40,30,40,30,30,25,80,70,40,70,30,80,40,30,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
097ad8d97744f7d16f70d78e98a538aa,1062,intervention,1,25,70,100,100,15,100,75,15,0,0,80,5,65,85,30,100,98,100,100,1,40,77,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,infrared; visible,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
b9d87f767d1a731707a8afc5f12c5786,1224,intervention,0,60,5,20,20,20,80,60,95,80,70,70,15,60,5,5,30,10,30,10,10,35,77,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
1e1c0cf2fda95bccea4ec0d0823fca2b,2717,intervention,10,60,50,10,10,10,10,15,50,10,50,90,50,10,50,10,10,10,0,10,50,10,50,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,infrared; visible,"Carbon dioxide,Methane",reflect visible light back into space,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
78798098a8d796843517b19e3a8785d3,1000,intervention,1,5,1,1,1,1,95,95,99,99,99,99,20,5,5,1,5,1,5,1,1,5,77,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
60ed76ba1fd799be7cb699b0c7c66348,466,intervention,50,50,30,38,80,35,50,50,35,45,45,35,20,100,45,30,90,35,90,35,51,51,77,Definitely yes,Probably no,Probably yes,Probably no,Probably no,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
558b5d7019158f83f557cfb369f3c570,931,intervention,40,40,55,60,45,70,40,10,15,20,35,30,0,95,65,5,75,5,85,5,5,85,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
56606c3033dcb33dbddf1970202d7b5a,648,control,0,100,100,100,100,95,100,0,5,10,0,0,90,100,100,95,100,85,100,85,95,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
4ffd4d58bb6434eb7868873eda7f991a,1210,control,0,12,10,13,25,6,90,70,45,75,80,65,56,15,76,35,82,12,3,30,55,100,77,Definitely yes,Probably no,Probably no,Probably no,Definitely no,Probably no,Definitely yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
b32e32b80fb4ea372bfb8799f2e0a4a4,922,intervention,3,70,30,40,40,30,80,10,40,10,20,40,30,70,38,20,70,40,40,40,20,40,75,Definitely yes,Definitely yes,Definitely yes,Definitely no,Definitely yes,Probably no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Oxygen,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
03d1f5fb3dc261141936113e3e97f99b,1016,control,30,60,60,60,60,60,67,40,40,40,40,40,60,60,60,60,60,40,60,30,30,60,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
b985a11f9fc4599fcbb58cc157631cb0,728,control,20,60,70,75,75,40,60,40,30,10,25,30,2,80,70,3,90,90,90,25,2,80,77,Definitely yes,Probably yes,Probably no,Definitely no,Definitely yes,Probably yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
a8e20de130d218c317dd6ec5315465ee,436,control,5,70,65,75,5,65,50,20,10,50,5,20,1,95,80,10,85,10,90,10,5,90,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
57599cf851ed4626f0528dc9726626d7,692,intervention,70,85,100,80,80,75,70,70,10,10,10,20,90,100,100,95,100,50,100,65,75,75,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
b4828b2bafa4005dd9281af8f4d7b5b7,673,intervention,10,50,20,40,50,70,50,80,20,20,50,20,20,80,30,20,60,20,70,40,60,80,77,Probably yes,Probably yes,Probably no,Probably no,Probably no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
c8d57eeaa5354f936eca10b36a77696d,506,control,35,55,60,85,65,60,65,10,20,10,15,30,10,80,70,40,90,30,90,15,20,70,77,Probably yes,Definitely no,Definitely no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
57bd3f3ed7f75d147043cdee07aa1ed8,644,intervention,10,70,80,80,80,70,50,80,20,20,40,20,20,80,100,20,90,30,100,40,20,80,77,Definitely yes,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
b77d60634e7de9db90d10210b4c210e5,372,control,50,0,10,0,0,0,50,90,90,100,100,100,0,0,10,5,0,0,0,0,0,0,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
ecdf4b5de81113f723c12436aa8dc19e,486,intervention,1,69,66,86,62,76,99,31,21,12,20,33,22,98,70,42,82,37,75,51,27,87,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
69d832499d2587c6cc6629d8264f73e6,560,control,23,4,3,18,34,5,57,50,99,74,71,99,78,37,19,2,38,15,55,9,1,9,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely no,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Slightly well
043d57a33fd2b7e6b94474b0302db24c,468,intervention,1,99,90,90,99,90,99,1,10,10,10,10,50,50,90,50,99,10,99,90,50,90,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
34780a4c3bf3b2f6486d1d789d17327d,696,control,12,57,32,80,66,36,67,43,20,21,20,32,23,21,68,26,57,32,77,35,21,67,77,Probably yes,Probably no,Probably no,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Oxygen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
4f723aa0e997883d9c829bf6a96b23d3,208,control,40,30,25,35,30,50,25,25,25,35,20,30,25,30,25,50,55,50,50,30,30,30,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,ultraviolet; visible,Carbon dioxide,allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
f809e9820e905dfb00186dbf8a90f5d9,516,intervention,30,33,65,50,55,40,40,50,55,40,70,20,25,20,55,42,50,25,65,30,40,60,45,Probably no,Definitely no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,Probably yes,visible; infrared,Oxygen,allow infrared light to pass through but reflect visible light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
d9b50060c34bc8e18662eaac28914d26,737,control,20,60,40,70,70,40,60,20,50,30,20,70,40,40,40,30,80,30,80,30,30,60,77,Probably yes,Probably no,Probably no,Probably yes,Definitely no,Definitely no,Probably no,Probably no,ultraviolet; visible,"Carbon dioxide,Oxygen,Nitrogen",reflect visible light energy back toward earth,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
79dc8e46613f8e88c6a38108a08b534b,8905,intervention,5,80,35,35,35,40,90,10,30,40,25,10,5,40,40,5,30,10,30,15,5,30,77,Definitely yes,Definitely yes,Definitely no,Probably no,Definitely yes,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
7088d69295f794a95be41839b83a51ec,476,control,40,40,40,40,40,20,70,50,50,60,40,80,30,40,40,40,40,30,40,30,20,20,77,Probably no,Probably no,Probably no,Definitely no,Probably no,Probably no,Probably no,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
25cad6c97a7cd72f4b7ef8fea62c0c91,1908,intervention,1,70,75,80,80,70,60,15,20,20,20,30,2,95,80,5,80,15,80,3,2,80,77,Definitely yes,Probably yes,Definitely yes,Probably no,Probably yes,Definitely no,Probably no,Definitely no,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
0a5dfd51fa6b3d4f4604b5ebaf45f39e,720,intervention,5,65,40,60,60,30,60,40,40,60,20,10,20,60,60,30,60,40,60,30,20,40,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
de70a9322a5fb34d3198a3d43b7bebd4,2035,intervention,17,32,35,75,45,23,78,55,50,15,13,67,13,56,55,10,56,17,67,35,5,67,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably no,Definitely yes,Definitely no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
5516a2687f1dc3494871d50f6a22a3e8,356,intervention,15,25,15,15,65,25,35,15,25,25,24,15,35,25,35,25,25,75,25,35,25,45,77,Probably yes,Probably no,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably yes,ultraviolet; visible,Oxygen,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
1aeeee9fa04b9e0e547b3cea9dbcb99a,574,control,10,90,50,90,90,70,90,20,50,20,5,20,25,95,20,50,90,20,90,20,20,70,77,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Definitely no,Probably no,Probably no,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light back into space,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Not well at all
ed3ebe5641b17f812b36f4486cdbb330,892,intervention,28,78,52,68,72,92,70,41,48,40,28,4,12,97,52,3,89,20,97,95,32,65,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
b40c50ec7675ec6a7c77645d9caf0493,697,intervention,10,80,80,80,80,70,85,10,10,20,20,10,3,90,80,10,90,60,90,50,2,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
14ff130ac988f2f4952cc9e0b9d0588f,341,control,10,65,45,95,85,65,95,15,50,5,0,25,45,85,85,40,75,65,95,65,35,95,75,Definitely yes,Probably yes,Probably yes,Probably no,Probably no,Definitely no,Definitely yes,Probably yes,infrared; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light back into space,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
d940350752bf521dfd818c1b512d2ae1,534,control,0,86,65,40,88,50,100,30,25,40,22,23,30,77,75,66,60,40,80,50,43,88,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
fbf1dfa9fbb1aaac8e17de267865ad89,350,intervention,35,25,45,25,56,25,45,35,55,55,35,14,35,65,15,25,66,25,25,45,25,15,77,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,infrared; ultraviolet,Carbon dioxide,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
